nombre	marca	tienda	pais	alergenos	additivos	puntuacion_nova	image_url	image_small_url	calorias	energia	grasa	grasas_saturadas	colesterol	carbohidratos	azucares	fibra	proteinas	sal	sodio	calcio	hierro	puntuacion
Salsa de soja	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/020/9122/front_es.23.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/9122/front_es.23.200.jpg	94	393	3.3	2.2		11.6	11.6		4.3	0.13	0.052			3
Pizza sin gluten sin lactosa	Hacendado	Mercadona	España		en:e330,en:e440	4	https://images.openfoodfacts.org/images/products/848/000/039/1063/front_es.34.400.jpg	https://images.openfoodfacts.org/images/products/848/000/039/1063/front_es.34.200.jpg	27	113	0	0		6.3	4.9		0.3	0.01	0.004			6
Pizza de jamón sin lactosa sin gluten	Hacendado		Portugal,España			4	https://images.openfoodfacts.org/images/products/848/000/009/5374/front_en.15.400.jpg	https://images.openfoodfacts.org/images/products/848/000/009/5374/front_en.15.200.jpg	388	1623	2.7	0.5		79	30		9.1	0.01	0.004			5
Cheddar curado	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/033/1274/front_es.16.400.jpg	https://images.openfoodfacts.org/images/products/848/000/033/1274/front_es.16.200.jpg	307	1284	30.8	5.3		7.6	0.5		1.2	4.6	1.84			18
Jamon y queso	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/007/8674/front_es.13.400.jpg	https://images.openfoodfacts.org/images/products/848/000/007/8674/front_es.13.200.jpg	4	17	0.1	0		0.4	0.1		0.3	1.1	0.44			
Muslo Pierna de Pato	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/016/4292/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/4292/front_es.3.200.jpg	35	146	0	0		6	2.4		1.3	0.78	0.312			
Zumo pomelo sin azúcar	Hacendado	Mercadona, Hacendado	España				https://images.openfoodfacts.org/images/products/235/405/300/5641/front_es.23.400.jpg	https://images.openfoodfacts.org/images/products/235/405/300/5641/front_es.23.200.jpg	199	833	5	1.9		0.5	0.5		38	3	1.2			
Galletas Biscoito	Hacendado	Mercadona	España			4	https://images.openfoodfacts.org/images/products/848/000/036/0144/front_es.42.400.jpg	https://images.openfoodfacts.org/images/products/848/000/036/0144/front_es.42.200.jpg	526	2201	36	2.8		35	34	5	13	0.025	0.01			8
Margarina con sal	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/068/1386/front_es.72.400.jpg	https://images.openfoodfacts.org/images/products/848/000/068/1386/front_es.72.200.jpg	128	536	3.7	2.6		20	17.4		3.7	0.12	0.048			4
Café Molido (Descafeinado Natural)	Hacendado	Mercadona	es				https://images.openfoodfacts.org/images/products/848/000/012/4180/front_es.10.400.jpg	https://images.openfoodfacts.org/images/products/848/000/012/4180/front_es.10.200.jpg	546	2284	32	20		56	56		6.2	0.13	0.052			
Ensalada Mil Islas	Hacendado	Mercadona	España		en:e412	4	https://images.openfoodfacts.org/images/products/848/000/018/8120/front_es.16.400.jpg	https://images.openfoodfacts.org/images/products/848/000/018/8120/front_es.16.200.jpg	165	692	7	0.9		13	0		11	1	0.4			1
Picatostes tostados	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/007/3051/front_de.24.400.jpg	https://images.openfoodfacts.org/images/products/848/000/007/3051/front_de.24.200.jpg	222	929	9.1	5.6		19.7	0.2		15	53	21.2			17
NARANJAS ZUMO	Hacendado	Mercadona	España	en:milk	en:e428	4	https://images.openfoodfacts.org/images/products/848/000/020/4974/front_es.68.400.jpg	https://images.openfoodfacts.org/images/products/848/000/020/4974/front_es.68.200.jpg	69	289	3.8	2.7		4.3	4.3		4.3	0.1	0.04			0
Fresh gas limon zero	Hacendado	Mercadona	España		en:e14xx	4	https://images.openfoodfacts.org/images/products/848/000/068/0563/front_es.43.400.jpg	https://images.openfoodfacts.org/images/products/848/000/068/0563/front_es.43.200.jpg	218	911	13.5	8		19	18		4.9	0.08	0.032			12
Macarrones a la bolognesa	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/238/088/400/4348/front_es.22.400.jpg	https://images.openfoodfacts.org/images/products/238/088/400/4348/front_es.22.200.jpg	186	778	9.8	3.5		8	7		16	1.7	0.68			
Pasta Spaghetti	Hacendado	Mercadona	Portugal,Espanha	pt:Atún		3	https://images.openfoodfacts.org/images/products/848/000/018/0117/front_es.16.400.jpg	https://images.openfoodfacts.org/images/products/848/000/018/0117/front_es.16.200.jpg	355	1470	30	4.7		0.6	0.5		21	1.2	0.48			13
Jamón cocido extra finas lonchas	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/009/3561/front_es.31.400.jpg	https://images.openfoodfacts.org/images/products/848/000/009/3561/front_es.31.200.jpg	427	1787	14	5		66	27	6	6.3	0.5	0.2			11
Gelatina sandia	Hacendado	Mercadona	España	en:milk,es:Nata	en:e14xx,en:e331,en:e415,en:e440	4	https://images.openfoodfacts.org/images/products/848/000/068/1881/front_es.32.400.jpg	https://images.openfoodfacts.org/images/products/848/000/068/1881/front_es.32.200.jpg	201	839	11	7.4		21	19		3.3	0.08	0.032			13
Mortadela de pavo finas lonchas	Hacendado	Mercadona	España			1	https://images.openfoodfacts.org/images/products/848/000/011/4426/front_es.15.400.jpg	https://images.openfoodfacts.org/images/products/848/000/011/4426/front_es.15.200.jpg	2	8	2	0.1		0.5	0.5		0.375	0.05	0.02			2
Leche fermentada con L.Casei sabor fresa	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/082/7449/front_es.7.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/7449/front_es.7.200.jpg	475	1987	28.5	10.7		48.5	14.1		4.6	0.52	0.208			
PATE PIMIENTA	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/014/1392/front_es.5.400.jpg	https://images.openfoodfacts.org/images/products/848/000/014/1392/front_es.5.200.jpg														
Turron 72% cacao almendras	Hacendado		España				https://images.openfoodfacts.org/images/products/14242/front_es.7.400.jpg	https://images.openfoodfacts.org/images/products/14242/front_es.7.200.jpg	422	1766	16	1.3		64	2		13	0.9	0.36			
Pescadilla sin cabeza	hacendado		España				https://images.openfoodfacts.org/images/products/232/561/600/4401/front_es.7.400.jpg	https://images.openfoodfacts.org/images/products/232/561/600/4401/front_es.7.200.jpg	277	1159	20	6.6		4.8	0.8		19	1.7	0.68			
pollo con almendras	Hacendado	Mercadona	España	en:sesame-seeds	en:e202,en:e270,en:e330	4	https://images.openfoodfacts.org/images/products/848/000/080/8622/front_es.38.400.jpg	https://images.openfoodfacts.org/images/products/848/000/080/8622/front_es.38.200.jpg	292	1222	24	4.3		7.5	0.3	9.2	6.3	1	0.4			6
Picatostes fritos sabor a ajo	Hacendado		España	en:gluten		4	https://images.openfoodfacts.org/images/products/848/000/063/4870/front_es.21.400.jpg	https://images.openfoodfacts.org/images/products/848/000/063/4870/front_es.21.200.jpg	216	904	6.7	3.7		26	2.2		12.3	1.1	0.44			4
Coulant chocolate	Hacendado		España	en:crustaceans,en:fish,en:gluten	en:e330,en:e509	4	https://images.openfoodfacts.org/images/products/848/000/061/3714/front_es.23.400.jpg	https://images.openfoodfacts.org/images/products/848/000/061/3714/front_es.23.200.jpg	93	389	3	0.8		10.4	5		5.3	0.9	0.36			-3
Huevo de chocolate Peppa pig	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/065/0276/front_es.15.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/0276/front_es.15.200.jpg	338	1414	0	0		79.4	61.3		4.2	0.2	0.08			14
avellana	Hacendado		España						310	1297	4.8	0.4		64	56	4	1	0.03	0.012			4
Zumo de Naranja	Hacendado		es				https://images.openfoodfacts.org/images/products/36245369/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/36245369/front_es.3.200.jpg	309	1293	0	0		77.2	77.2		0	0	0			
Bimi	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/016/0447/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/0447/front_es.3.200.jpg	26	109	0.1	0		5.1	4		0.8	0.5	0.2			
Bizcochos tiernos y esponjosos	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/031/0101/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/031/0101/front_es.3.200.jpg	153	640	10	3.1		0.4	0.4		12.5	0.3	0.12			
Natillas galleta	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/018/4474/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/018/4474/front_es.3.200.jpg	188	787	12	3.5		2.5	0.5		17	1.2	0.48			
Helado Leche merengada	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/013/4417/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/013/4417/front_es.3.200.jpg	217	908	0.1	0		53	46.9		0.3	0	0			
Quedo fundido Sándwich	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/016/5305/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/5305/front_es.3.200.jpg	77	322	0	0		1.4	0.6		2.4	0.89	0.356			
Codillo de cerdo asado, pasteurizado, refrigerado	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/016/0225/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/0225/front_es.3.200.jpg	31	130	0.1	0		6	4.8		1.1	0.5	0.2			
Ron Perla Dorado.	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/016/0454/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/0454/front_es.3.200.jpg	89	372	0.1	0		3.5	3.5		1	0.5	0.2			
Pan sin gluten	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/059/2798/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/059/2798/front_es.3.200.jpg	82	343	1.2	0.4		1.8	1.8		16	1.84	0.736			
Té Blanco	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/062/1641/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/062/1641/front_es.3.200.jpg	98	410	3	0.8		2	0		15.2	0.25	0.1			
Muslo perna de pato en confit confitada	Hacendado		es				https://images.openfoodfacts.org/images/products/748/005/614/2085/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/748/005/614/2085/front_es.3.200.jpg	500	2092	23	6.2		63	33		7.7	0.6	0.24			
Preparado de paella y sopa	Hacendado		es				https://images.openfoodfacts.org/images/products/848/001/783/7899/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/001/783/7899/front_es.3.200.jpg	388	1623	6	0.6		62	4		16.3					
Atun claro en aceite de oliva bajo en sal	hacendado		España				https://images.openfoodfacts.org/images/products/848/000/029/2353/front_es.14.400.jpg	https://images.openfoodfacts.org/images/products/848/000/029/2353/front_es.14.200.jpg	0	0	0	0		0.1	0		0	0.02	0.008			0
Muesli crunchy chocolate	hacendado		España				https://images.openfoodfacts.org/images/products/235/600/000/2048/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/600/000/2048/front_es.3.200.jpg	291	1218	25	8.7		0.5	0.5		15.5	1.6	0.64			
Batido sabor vainilla	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/014/1620/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/014/1620/front_es.3.200.jpg	524	2192	19	7.1		68	32		6.6	0.27	0.108			
Pan de hamburguesa integral	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/016/9990/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/016/9990/front_es.3.200.jpg	59	247	3.1	2.1		4.3	4.3		3.4	0.1	0.04			
Pan 100% integral	Hacendado		es				https://images.openfoodfacts.org/images/products/60974624/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/60974624/front_es.3.200.jpg	1	4	0	0		0	0		0	0	0			
Tofu firme	Hacendado		es				https://images.openfoodfacts.org/images/products/10545768/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/10545768/front_es.3.200.jpg	455	1904	16	2.1		70	21		5.9	1	0.4			
Tortilla fresca de patata con cebolla	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/059/3733/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/059/3733/front_es.3.200.jpg	271	1134	24.3	8.9		0.7	0.7		12.3	1.82	0.728			
10 tortillas de trigo	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/065/1723/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/1723/front_es.3.200.jpg	158	661	0.5	0.1		66	0		0.5					
Cereales trigo integral y arroz	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/013/3762/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/013/3762/front_es.3.200.jpg	181	757	4	1		19	1.1		3.5	19	7.6			
Mejillón al natural	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/062/1986/front_es.9.400.jpg	https://images.openfoodfacts.org/images/products/848/000/062/1986/front_es.9.200.jpg	98	410	3	0.8		2	0		15.2	0.2	0.08			
Arroz integral largo	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/010/1389/front_es.24.400.jpg	https://images.openfoodfacts.org/images/products/848/000/010/1389/front_es.24.200.jpg	35	146	0.3	0.2		4.9	4.9		3.2	0.1	0.04			0
Macedonia de frutas en almíbar	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/013/4783/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/013/4783/front_es.3.200.jpg	409	1711	7.7	1.1		71.1	2.8		11.7	1.975	0.79			
Caldo De Verduras Hacendado	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/944/3138/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/944/3138/front_es.3.200.jpg														
Base de tarta	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/080/8844/front_es.6.400.jpg	https://images.openfoodfacts.org/images/products/848/000/080/8844/front_es.6.200.jpg	292	1222	24	4.3		7.5	0.3		6.3	1	0.4			
Cacao a la taza en polvo	Hacendado		es				https://images.openfoodfacts.org/images/products/18561562/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/18561562/front_es.3.200.jpg	0	0	0	0		0	0		0	0	0			
Triángulos de maíz con legumbres	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/013/6084/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/013/6084/front_es.3.200.jpg	164	686	0	0		35	35		1.2	0.15	0.06			
Cereales con Achicoria	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/035/4648/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/035/4648/front_es.3.200.jpg	671	2807	64	6.2		3.9	3.7		16	0.2	0.08			
Cafe en grano sabor fuerte	Hacendado		es				https://images.openfoodfacts.org/images/products/748/005/609/5329/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/748/005/609/5329/front_es.3.200.jpg	383	1602	4.1	1		74.1	0.7		10.1	0.3	0.12			
Pan tostado integral	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/065/7404/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/065/7404/front_es.3.200.jpg	531	2222	30	19		58	57		6.3	0.22	0.088			
Pizza jamón y queso	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/004/1043/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/004/1043/front_es.3.200.jpg	254.5	1065	14.4	6		16.7	1.5		14.1	1.3	0.52			
Pechuga de pollo	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/012/5187/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/012/5187/front_es.3.200.jpg	557	2330	35	20		51	50		8.4	0.25	0.1			
Sándwich Cereales	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/007/9916/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/007/9916/front_es.3.200.jpg														
Ensaladilla americana	Hacendado		es				https://images.openfoodfacts.org/images/products/848/000/070/7420/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/070/7420/front_es.3.200.jpg	21	88	0.1	0.03		3.5	3.5		1	0	0			
Leche desnatada 0% m.g. sin lactosa	hacendado		España				https://images.openfoodfacts.org/images/products/848/000/080/9827/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/848/000/080/9827/front_es.3.200.jpg	204.8	857	3.9	0.8		0.9	0.5		41	3	1.2			
Yogur líquido natural	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/082/7562/front_es.25.400.jpg	https://images.openfoodfacts.org/images/products/848/000/082/7562/front_es.25.200.jpg	375	1569	15	6.1		50	14		8.9	1.1	0.44			17
Griego Mango	Hacendado	Mercadona	España				https://images.openfoodfacts.org/images/products/848/000/011/4402/front_es.20.400.jpg	https://images.openfoodfacts.org/images/products/848/000/011/4402/front_es.20.200.jpg										0	0			
Tabulé Oriental	Hacendado		España				https://images.openfoodfacts.org/images/products/848/000/051/2086/front_es.29.400.jpg	https://images.openfoodfacts.org/images/products/848/000/051/2086/front_es.29.200.jpg	167	699	13	9		6.4	5		5.9	1.6	0.64			15
Barquillos rellenos de chocolate	Hacendado		España				https://images.openfoodfacts.org/images/products/842/169/922/3464/front_es.10.400.jpg	https://images.openfoodfacts.org/images/products/842/169/922/3464/front_es.10.200.jpg	555	2322	34.9	21.1		52.1	51.2		7.1	0.2	0.08			
Cremoso coco 0%	Hacendado	Mercadona	España	en:milk,en:soybeans		4	https://images.openfoodfacts.org/images/products/848/000/014/0159/front_es.23.400.jpg	https://images.openfoodfacts.org/images/products/848/000/014/0159/front_es.23.200.jpg	476	1992	21	13		64	33	3.5	6	0.8	0.32			22
Yogur sabor plátano	Hacendado		España				https://images.openfoodfacts.org/images/products/235/043/900/2785/front_es.3.400.jpg	https://images.openfoodfacts.org/images/products/235/043/900/2785/front_es.3.200.jpg	252	1054	15	9		2.2	0.5		27	1.4	0.56			12
